id,type,date,from,from_id,text,photo,has_photo,media_type,year,month,day,hour,day_of_week,day_name,hour_sin,hour_cos,day_sin,day_cos,period_of_day,is_weekend,events_in_window,time_since_last,time_to_next,events_per_hour,text_length,word_count,has_alarma,has_movimiento,has_puerta,has_sensor,has_alerta,events_same_day,avg_events_this_hour,photos_same_day
460,message,2025-10-23 20:41:14,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_57@23-10-2025_20-41-14.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,4.0,0.4166666666666667,0.3333333333333333,22,55,9,0,1,0,0,0,92,22,92.0
461,message,2025-10-23 20:41:34,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_58@23-10-2025_20-41-34.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,5.0,0.3333333333333333,0.21666666666666667,22,55,9,0,1,0,0,0,92,22,92.0
462,message,2025-10-23 20:41:47,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_59@23-10-2025_20-41-47.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,6.0,0.21666666666666667,0.2833333333333333,22,55,9,0,1,0,0,0,92,22,92.0
463,message,2025-10-23 20:42:04,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_60@23-10-2025_20-42-04.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,7.0,0.2833333333333333,0.23333333333333334,22,55,9,0,1,0,0,0,92,22,92.0
464,message,2025-10-23 20:42:18,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_61@23-10-2025_20-42-18.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,8.0,0.23333333333333334,0.38333333333333336,22,55,9,0,1,0,0,0,92,22,92.0
465,message,2025-10-23 20:42:41,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_62@23-10-2025_20-42-41.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,9.0,0.38333333333333336,0.18333333333333332,22,55,9,0,1,0,0,0,92,22,92.0
466,message,2025-10-23 20:42:52,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_63@23-10-2025_20-42-52.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,10.0,0.18333333333333332,0.25,22,55,9,0,1,0,0,0,92,22,92.0
467,message,2025-10-23 20:43:07,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_64@23-10-2025_20-43-07.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,11.0,0.25,0.21666666666666667,22,55,9,0,1,0,0,0,92,22,92.0
468,message,2025-10-23 20:43:20,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_65@23-10-2025_20-43-20.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,12.0,0.21666666666666667,0.25,22,55,9,0,1,0,0,0,92,22,92.0
469,message,2025-10-23 20:43:35,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_66@23-10-2025_20-43-35.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,13.0,0.25,0.23333333333333334,22,55,9,0,1,0,0,0,92,22,92.0
470,message,2025-10-23 20:43:49,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_67@23-10-2025_20-43-49.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,14.0,0.23333333333333334,0.31666666666666665,22,55,9,0,1,0,0,0,92,22,92.0
471,message,2025-10-23 20:44:08,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_68@23-10-2025_20-44-08.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,15.0,0.31666666666666665,0.23333333333333334,22,55,9,0,1,0,0,0,92,22,92.0
472,message,2025-10-23 20:44:22,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_69@23-10-2025_20-44-22.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,16.0,0.23333333333333334,0.25,22,55,9,0,1,0,0,0,92,22,92.0
473,message,2025-10-23 20:44:37,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_70@23-10-2025_20-44-37.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,17.0,0.25,0.25,22,55,9,0,1,0,0,0,92,22,92.0
474,message,2025-10-23 20:44:52,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_71@23-10-2025_20-44-52.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,18.0,0.25,0.25,22,55,9,0,1,0,0,0,92,22,92.0
475,message,2025-10-23 20:45:07,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_72@23-10-2025_20-45-07.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,19.0,0.25,0.26666666666666666,22,55,9,0,1,0,0,0,92,22,92.0
476,message,2025-10-23 20:45:23,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_73@23-10-2025_20-45-23.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,20.0,0.26666666666666666,0.3,22,55,9,0,1,0,0,0,92,22,92.0
477,message,2025-10-23 20:45:41,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_74@23-10-2025_20-45-41.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,21.0,0.3,0.55,22,55,9,0,1,0,0,0,92,22,92.0
478,message,2025-10-23 20:46:14,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_75@23-10-2025_20-46-14.jpg,True,,2025,10,23,20,3,Thursday,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,Noche,0,22.0,0.55,55.666666666666664,22,55,9,0,1,0,0,0,92,22,92.0
479,message,2025-10-23 21:41:54,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_76@23-10-2025_21-41-54.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,17.0,55.666666666666664,0.25,26,55,9,0,1,0,0,0,92,26,92.0
480,message,2025-10-23 21:42:09,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_77@23-10-2025_21-42-09.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,17.0,0.25,0.25,26,55,9,0,1,0,0,0,92,26,92.0
481,message,2025-10-23 21:42:24,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_78@23-10-2025_21-42-24.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,17.0,0.25,0.26666666666666666,26,55,9,0,1,0,0,0,92,26,92.0
482,message,2025-10-23 21:42:40,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_79@23-10-2025_21-42-40.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,18.0,0.26666666666666666,0.3333333333333333,26,55,9,0,1,0,0,0,92,26,92.0
483,message,2025-10-23 21:43:00,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_80@23-10-2025_21-43-00.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,17.0,0.3333333333333333,0.3333333333333333,26,55,9,0,1,0,0,0,92,26,92.0
484,message,2025-10-23 21:43:20,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_81@23-10-2025_21-43-20.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,16.0,0.3333333333333333,0.16666666666666666,26,55,9,0,1,0,0,0,92,26,92.0
485,message,2025-10-23 21:43:30,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_82@23-10-2025_21-43-30.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,17.0,0.16666666666666666,0.3,26,55,9,0,1,0,0,0,92,26,92.0
486,message,2025-10-23 21:43:48,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_83@23-10-2025_21-43-48.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,17.0,0.3,0.23333333333333334,26,55,9,0,1,0,0,0,92,26,92.0
487,message,2025-10-23 21:44:02,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_84@23-10-2025_21-44-02.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,17.0,0.23333333333333334,0.25,26,55,9,0,1,0,0,0,92,26,92.0
488,message,2025-10-23 21:44:17,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_85@23-10-2025_21-44-17.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,17.0,0.25,0.31666666666666665,26,55,9,0,1,0,0,0,92,26,92.0
489,message,2025-10-23 21:44:36,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_86@23-10-2025_21-44-36.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,17.0,0.31666666666666665,0.25,26,55,9,0,1,0,0,0,92,26,92.0
490,message,2025-10-23 21:44:51,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_87@23-10-2025_21-44-51.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,17.0,0.25,0.25,26,55,9,0,1,0,0,0,92,26,92.0
491,message,2025-10-23 21:45:06,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_88@23-10-2025_21-45-06.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,17.0,0.25,0.26666666666666666,26,55,9,0,1,0,0,0,92,26,92.0
492,message,2025-10-23 21:45:22,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_89@23-10-2025_21-45-22.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,17.0,0.26666666666666666,0.23333333333333334,26,55,9,0,1,0,0,0,92,26,92.0
493,message,2025-10-23 21:45:36,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_90@23-10-2025_21-45-36.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,17.0,0.23333333333333334,0.25,26,55,9,0,1,0,0,0,92,26,92.0
494,message,2025-10-23 21:45:51,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_91@23-10-2025_21-45-51.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,17.0,0.25,0.25,26,55,9,0,1,0,0,0,92,26,92.0
495,message,2025-10-23 21:46:06,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_92@23-10-2025_21-46-06.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,18.0,0.25,0.31666666666666665,26,55,9,0,1,0,0,0,92,26,92.0
496,message,2025-10-23 21:46:25,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_93@23-10-2025_21-46-25.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,18.0,0.31666666666666665,0.26666666666666666,26,55,9,0,1,0,0,0,92,26,92.0
497,message,2025-10-23 21:46:41,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_94@23-10-2025_21-46-41.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,19.0,0.26666666666666666,0.26666666666666666,26,55,9,0,1,0,0,0,92,26,92.0
498,message,2025-10-23 21:46:57,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_95@23-10-2025_21-46-57.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,20.0,0.26666666666666666,0.21666666666666667,26,55,9,0,1,0,0,0,92,26,92.0
499,message,2025-10-23 21:47:10,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_96@23-10-2025_21-47-10.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,21.0,0.21666666666666667,0.31666666666666665,26,55,9,0,1,0,0,0,92,26,92.0
500,message,2025-10-23 21:47:29,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_97@23-10-2025_21-47-29.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,22.0,0.31666666666666665,0.25,26,55,9,0,1,0,0,0,92,26,92.0
501,message,2025-10-23 21:47:44,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_98@23-10-2025_21-47-44.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,23.0,0.25,0.23333333333333334,26,55,9,0,1,0,0,0,92,26,92.0
502,message,2025-10-23 21:47:58,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_99@23-10-2025_21-47-58.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,24.0,0.23333333333333334,0.25,26,55,9,0,1,0,0,0,92,26,92.0
503,message,2025-10-23 21:48:13,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_100@23-10-2025_21-48-13.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,25.0,0.25,0.3,26,55,9,0,1,0,0,0,92,26,92.0
504,message,2025-10-23 21:48:31,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_101@23-10-2025_21-48-31.jpg,True,,2025,10,23,21,3,Thursday,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,Noche,0,26.0,0.3,21.383333333333333,26,55,9,0,1,0,0,0,92,26,92.0
505,message,2025-10-23 22:09:54,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_102@23-10-2025_22-09-54.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,27.0,21.383333333333333,0.23333333333333334,17,55,9,0,1,0,0,0,92,17,92.0
506,message,2025-10-23 22:10:08,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_103@23-10-2025_22-10-08.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,28.0,0.23333333333333334,0.26666666666666666,17,55,9,0,1,0,0,0,92,17,92.0
507,message,2025-10-23 22:10:24,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_104@23-10-2025_22-10-24.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,29.0,0.26666666666666666,0.26666666666666666,17,55,9,0,1,0,0,0,92,17,92.0
508,message,2025-10-23 22:10:40,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_105@23-10-2025_22-10-40.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,30.0,0.26666666666666666,0.5333333333333333,17,55,9,0,1,0,0,0,92,17,92.0
509,message,2025-10-23 22:11:12,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_106@23-10-2025_22-11-12.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,31.0,0.5333333333333333,0.2833333333333333,17,55,9,0,1,0,0,0,92,17,92.0
510,message,2025-10-23 22:11:29,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_107@23-10-2025_22-11-29.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,32.0,0.2833333333333333,0.2,17,55,9,0,1,0,0,0,92,17,92.0
511,message,2025-10-23 22:11:41,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_108@23-10-2025_22-11-41.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,33.0,0.2,0.26666666666666666,17,55,9,0,1,0,0,0,92,17,92.0
512,message,2025-10-23 22:11:57,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_109@23-10-2025_22-11-57.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,34.0,0.26666666666666666,0.25,17,55,9,0,1,0,0,0,92,17,92.0
513,message,2025-10-23 22:12:12,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_110@23-10-2025_22-12-12.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,35.0,0.25,0.26666666666666666,17,55,9,0,1,0,0,0,92,17,92.0
514,message,2025-10-23 22:12:28,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_111@23-10-2025_22-12-28.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,36.0,0.26666666666666666,0.21666666666666667,17,55,9,0,1,0,0,0,92,17,92.0
515,message,2025-10-23 22:12:41,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_112@23-10-2025_22-12-41.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,37.0,0.21666666666666667,0.5666666666666667,17,55,9,0,1,0,0,0,92,17,92.0
516,message,2025-10-23 22:13:15,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_113@23-10-2025_22-13-15.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,38.0,0.5666666666666667,0.25,17,55,9,0,1,0,0,0,92,17,92.0
517,message,2025-10-23 22:13:30,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_114@23-10-2025_22-13-30.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,39.0,0.25,0.2833333333333333,17,55,9,0,1,0,0,0,92,17,92.0
518,message,2025-10-23 22:13:47,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_115@23-10-2025_22-13-47.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,40.0,0.2833333333333333,0.2833333333333333,17,55,9,0,1,0,0,0,92,17,92.0
519,message,2025-10-23 22:14:04,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_116@23-10-2025_22-14-04.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,41.0,0.2833333333333333,0.23333333333333334,17,55,9,0,1,0,0,0,92,17,92.0
520,message,2025-10-23 22:14:18,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_117@23-10-2025_22-14-18.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,42.0,0.23333333333333334,0.5,17,55,9,0,1,0,0,0,92,17,92.0
521,message,2025-10-23 22:14:48,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_118@23-10-2025_22-14-48.jpg,True,,2025,10,23,22,3,Thursday,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,Noche,0,43.0,0.5,1596.4833333333333,17,55,9,0,1,0,0,0,92,17,92.0
528,message,2025-10-25 00:51:17,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_119@25-10-2025_00-51-17.jpg,True,,2025,10,25,0,5,Saturday,0.0,1.0,-0.9749279121818236,-0.2225209339563146,Madrugada,1,1.0,1596.4833333333333,0.2,13,55,9,0,1,0,0,0,17,13,17.0
529,message,2025-10-25 00:51:29,Cam_Salvador,user8053172513,⚠️ MOVIMIENTO DETECTADO (GRUPO 2 - ANALITICA DE DATOS)!,chats/chat_1/photos/photo_120@25-10-2025_00-51-29.jpg,True,,2025,10,25,0,5,Saturday,0.0,1.0,-0.9749279121818236,-0.2225209339563146,Madrugada,1,2.0,0.2,0.2833333333333333,13,55,9,0,1,0,0,0,17,13,17.0
